,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20
25824,1230.0,1017.0,798.0,-0.120661154,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4576.0,4732.0,3898.0,-0.096639626
25825,1251.0,977.0,743.0,-0.13604651,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4576.0,4732.0,3898.0,-0.096639626
25826,1244.0,984.0,744.0,-0.1388889,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4576.0,4732.0,3898.0,-0.096639626
25827,1221.0,989.0,779.0,-0.11877828,2620.0,2596.0,2338.0,-0.05229023,3684.0,3702.0,2960.0,-0.11137796,3874.0,3856.0,3134.0,-0.10329042,4576.0,4732.0,3898.0,-0.096639626
25828,1199.0,989.0,806.0,-0.10194986,2620.0,2596.0,2338.0,-0.05229023,3684.0,3702.0,2960.0,-0.11137796,3874.0,3856.0,3134.0,-0.10329042,4556.0,4764.0,3874.0,-0.10303311
25829,1211.0,1005.0,797.0,-0.1154273,2620.0,2596.0,2338.0,-0.05229023,3684.0,3702.0,2960.0,-0.11137796,3874.0,3856.0,3134.0,-0.10329042,4556.0,4764.0,3874.0,-0.10303311
25830,1238.0,979.0,684.0,-0.17739026,2608.0,2596.0,2346.0,-0.05058681,3636.0,3644.0,2970.0,-0.10190505,3920.0,3866.0,3166.0,-0.099544935,4556.0,4764.0,3874.0,-0.10303311
25831,1217.0,998.0,701.0,-0.17480871,2608.0,2596.0,2346.0,-0.05058681,3636.0,3644.0,2970.0,-0.10190505,3920.0,3866.0,3166.0,-0.099544935,4404.0,4576.0,3802.0,-0.092384815
25832,1203.0,1020.0,732.0,-0.16438356,2608.0,2596.0,2346.0,-0.05058681,3636.0,3644.0,2970.0,-0.10190505,3920.0,3866.0,3166.0,-0.099544935,4404.0,4576.0,3802.0,-0.092384815
25833,1217.0,1016.0,745.0,-0.15388983,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4404.0,4576.0,3802.0,-0.092384815
25834,1223.0,1002.0,719.0,-0.16443928,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4180.0,4320.0,3536.0,-0.09979633
25835,1219.0,993.0,713.0,-0.1641266,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4180.0,4320.0,3536.0,-0.09979633
25836,1224.0,1008.0,768.0,-0.13513513,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4180.0,4320.0,3536.0,-0.09979633
25837,1236.0,1009.0,735.0,-0.1571101,2590.0,2606.0,2330.0,-0.05591572,3642.0,3670.0,2964.0,-0.10642146,3906.0,3872.0,3148.0,-0.1031339,4180.0,4320.0,3536.0,-0.09979633
25838,1247.0,1002.0,731.0,-0.15637623,2590.0,2606.0,2330.0,-0.05591572,3642.0,3670.0,2964.0,-0.10642146,3906.0,3872.0,3148.0,-0.1031339,4012.0,4096.0,3382.0,-0.09548008
25839,1246.0,1014.0,776.0,-0.1329609,2590.0,2606.0,2330.0,-0.05591572,3642.0,3670.0,2964.0,-0.10642146,3906.0,3872.0,3148.0,-0.1031339,4012.0,4096.0,3382.0,-0.09548008
25840,1231.0,1011.0,783.0,-0.1270903,2590.0,2600.0,2342.0,-0.052205585,3636.0,3648.0,2960.0,-0.104116224,3874.0,3878.0,3144.0,-0.10452862,4012.0,4096.0,3382.0,-0.09548008
25841,1226.0,1014.0,777.0,-0.1323283,2590.0,2600.0,2342.0,-0.052205585,3636.0,3648.0,2960.0,-0.104116224,3874.0,3878.0,3144.0,-0.10452862,3792.0,3912.0,3214.0,-0.09795117
29703,1211.0,947.0,865.0,-0.04525386,3138.0,3126.0,2786.0,-0.05751015,3554.0,3602.0,2856.0,-0.11551564,3778.0,3722.0,3050.0,-0.09923213,4544.0,4756.0,3890.0,-0.100161925
29704,1210.0,963.0,885.0,-0.042207792,2756.0,2760.0,2484.0,-0.05263158,3666.0,3656.0,2932.0,-0.10989678,3824.0,3802.0,3062.0,-0.10780886,4544.0,4756.0,3890.0,-0.100161925
29705,1207.0,1002.0,853.0,-0.08032345,2756.0,2760.0,2484.0,-0.05263158,3666.0,3656.0,2932.0,-0.10989678,3824.0,3802.0,3062.0,-0.10780886,4584.0,4848.0,4022.0,-0.093122885
29706,1204.0,1015.0,809.0,-0.1129386,2756.0,2760.0,2484.0,-0.05263158,3666.0,3656.0,2932.0,-0.10989678,3824.0,3802.0,3062.0,-0.10780886,4584.0,4848.0,4022.0,-0.093122885
29707,1224.0,1011.0,714.0,-0.17217392,2624.0,2622.0,2378.0,-0.0488,3642.0,3662.0,2944.0,-0.10868907,3818.0,3806.0,3124.0,-0.0984127,4584.0,4848.0,4022.0,-0.093122885
29708,1231.0,1015.0,669.0,-0.20546319,2624.0,2622.0,2378.0,-0.0488,3642.0,3662.0,2944.0,-0.10868907,3818.0,3806.0,3124.0,-0.0984127,4516.0,4736.0,3946.0,-0.09099286
29709,1229.0,1008.0,811.0,-0.10830127,2624.0,2622.0,2378.0,-0.0488,3642.0,3662.0,2944.0,-0.10868907,3818.0,3806.0,3124.0,-0.0984127,4516.0,4736.0,3946.0,-0.09099286
29710,1233.0,996.0,795.0,-0.112227805,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4516.0,4736.0,3946.0,-0.09099286
29711,1238.0,996.0,750.0,-0.14089347,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4576.0,4732.0,3898.0,-0.096639626
29712,1246.0,990.0,721.0,-0.157218,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4576.0,4732.0,3898.0,-0.096639626
29713,1238.0,990.0,761.0,-0.13078241,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4576.0,4732.0,3898.0,-0.096639626
29714,1204.0,994.0,794.0,-0.111856826,2620.0,2596.0,2338.0,-0.05229023,3684.0,3702.0,2960.0,-0.11137796,3874.0,3856.0,3134.0,-0.10329042,4576.0,4732.0,3898.0,-0.096639626
29715,1193.0,994.0,798.0,-0.109375,2620.0,2596.0,2338.0,-0.05229023,3684.0,3702.0,2960.0,-0.11137796,3874.0,3856.0,3134.0,-0.10329042,4556.0,4764.0,3874.0,-0.10303311
29716,1251.0,987.0,722.0,-0.15506144,2620.0,2596.0,2338.0,-0.05229023,3684.0,3702.0,2960.0,-0.11137796,3874.0,3856.0,3134.0,-0.10329042,4556.0,4764.0,3874.0,-0.10303311
29717,1229.0,1017.0,665.0,-0.20927468,2608.0,2596.0,2346.0,-0.05058681,3636.0,3644.0,2970.0,-0.10190505,3920.0,3866.0,3166.0,-0.099544935,4556.0,4764.0,3874.0,-0.10303311
29718,1209.0,1003.0,659.0,-0.20697954,2608.0,2596.0,2346.0,-0.05058681,3636.0,3644.0,2970.0,-0.10190505,3920.0,3866.0,3166.0,-0.099544935,4404.0,4576.0,3802.0,-0.092384815
